"MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE"
25,7.06,"16","10",3.42,8.58,"","",7.96,"57","6.29","4.63","7.87","","","14-DRYD-2.1_20101027_1_3","",""
20,5.59,"17","10",2.51,9.49,"","",7.45,"44","4.11","4.42","8.08","","","14-DRYD-2.1_20101027_1_4","",""
20,5.59,"15","10",1.98,10,"","",8.28,"67","7.79","4.47","8.03","","","14-BAXT-3.6_20101027_1_1","",""
24,6.76,"21","10",1.97,10,"","",8.27,"57","6.29","4.22","8.28","","","14-BAXT-3.6_20101027_1_2","",""
27,7.78,"19","10",1.84,10,"","",8.85,"69","7.98","4","8.5","","","14-BAXT-3.6_20101027_1_3","",""
20,5.59,"19","10",1.73,10,"","",7.88,"51","5.32","4.01","8.49","","","14-BAXT-3.6_20101027_1_4","",""
21,5.88,"17","10",2.17,9.83,"","",8.19,"67","7.79","5.02","7.45","","","14-FCLV-0.1_20101028_1_1","",""
17,4.56,"15","10",1.88,10,"","",8.16,"66","7.69","3.95","8.55","","","14-FCLV-0.1_20101028_1_2","",""
22,6.18,"17","10",1.71,10,"","",8.35,"64","7.42","4.36","8.14","","","14-FCLV-0.1_20101028_1_3","",""
19,5.29,"17","10",1.97,10,"","",8.23,"66","7.69","4.33","8.17","","","14-FCLV-0.1_20101028_1_4","",""
18,4.85,"17","10",1.73,10,"","",7.83,"56","6.13","4.31","8.19","","","14-CHOL-0.4_20101028_1_1","",""
20,5.59,"15","10",2.04,9.96,"","",8.15,"62","7.1","4.39","8.11","","","14-CHOL-0.4_20101028_1_2","",""
23,6.47,"20","10",2.08,9.92,"","",8.2,"58","6.45","4.34","8.16","","","14-CHOL-0.4_20101028_1_3","",""
20,5.59,"19","10",1.59,10,"","",7.98,"56","6.13","4.32","8.18","","","14-CHOL-0.4_20101028_1_4","",""
23,6.47,"17","10",1.77,10,"","",8.5,"66","7.69","4.14","8.36","","","14-GBUR-0.8_20101028_1_1","",""
19,5.29,"16","10",1.52,10,"","",8.18,"61","6.94","3.82","8.68","","","14-GBUR-0.8_20101028_1_2","",""
20,5.59,"15","10",1.46,10,"","",8.29,"64","7.42","4.07","8.43","","","14-GBUR-0.8_20101028_1_3","",""
22,6.18,"17","10",1.36,10,"","",8.36,"60","6.77","3.67","8.83","","","14-GBUR-0.8_20101028_1_4","",""
24,6.76,"18","10",2.3,9.7,"","",8.31,"61","6.94","4.34","8.16","","","14-WOFH-1.2_20101028_1_1","",""
25,7.06,"18","10",2.28,9.72,"","",8.49,"64","7.42","4.23","8.27","","","14-WOFH-1.2_20101028_1_2","",""
29,8.33,"21","10",2.65,9.35,"","",8.26,"55","5.97","4.86","7.64","","","14-WOFH-1.2_20101028_1_3","",""
27,7.78,"19","10",2.4,9.6,"","",8.16,"52","5.48","4.57","7.93","","","14-WOFH-1.2_20101028_1_4","",""
29,8.33,"18","10",1.86,10,"","",9.02,"80","9.04","4.75","7.75","","","14-THOH-4.3_20101028_1_1","",""
27,7.78,"18","10",1.73,10,"","",8.87,"74","8.46","4.37","8.13","","","14-THOH-4.3_20101028_1_2","",""
31,8.89,"23","10",2.16,9.84,"","",8.89,"68","7.88","4.65","7.85","","","14-THOH-4.3_20101028_1_3","",""
29,8.33,"20","10",2.22,9.78,"","",8.94,"74","8.46","4.38","8.12","","","14-THOH-4.3_20101028_1_4","",""
19,5.29,"15","10",1.8,10,"","",7.76,"53","5.65","4.64","7.86","","","14-FALB-0.1_20101103_1_1","",""
23,6.47,"21","10",1.3,10,"","",7.81,"46","4.44","4.37","8.13","","","14-FALB-0.1_20101103_1_2","",""
26,7.35,"21","10",0.97,10,"","",8.48,"63","7.26","4.71","7.79","","","14-FALB-0.1_20101103_1_3","",""
27,7.78,"24","10",1.21,10,"","",8.79,"63","7.26","3.58","8.92","","","14-FALB-0.1_20101103_1_4","",""
28,8.06,"24","10",1.06,10,"","",7.96,"40","3.47","4.25","8.25","","","14-BISC-0.7_20101103_1_1","",""
24,6.76,"21","10",1.11,10,"","",7.82,"42","3.79","3.97","8.53","","","14-BISC-0.7_20101103_1_2","",""
25,7.06,"21","10",1.23,10,"","",8.25,"57","6.29","4.6","7.9","","","14-BISC-0.7_20101103_1_3","",""
29,8.33,"26","10",1.18,10,"","",8.16,"44","4.11","4.13","8.37","","","14-BISC-0.7_20101103_1_4","",""
18,4.85,"14","9.5",1.27,10,"","",7.69,"53","5.65","4.07","8.43","","","14-MLBR-9.0_20101103_1_1","",""
23,6.47,"19","10",1.73,10,"","",8.49,"63","7.26","3.78","8.72","","","14-MLBR-9.0_20101103_1_2","",""
21,5.88,"18","10",1.36,10,"","",8.28,"59","6.61","3.58","8.92","","","14-MLBR-9.0_20101103_1_3","",""
19,5.29,"14","9.5",1.14,10,"","",8.11,"62","7.1","3.84","8.66","","","14-MLBR-9.0_20101103_1_4","",""
22,6.18,"17","10",1.42,10,"","",8.29,"55","5.97","3.22","9.28","","","14-FALB-0.1_20110510_1_1","",""
21,5.88,"18","10",0.92,10,"","",8.17,"59","6.61","4.14","8.36","","","14-FALB-0.1_20110510_1_2","",""
21,5.88,"14","9.5",1.19,10,"","",7.92,"63","7.26","5.22","6.95","","","14-FALB-0.1_20110510_1_3","",""
23,6.47,"18","10",1.17,10,"","",8.41,"70","8.08","5","7.5","","","14-FALB-0.1_20110510_1_4","",""
23,6.47,"15","10",2.14,9.86,"","",7.52,"72","8.27","6.8","3","","","14-SHRB_T2-0.2_20110510_1_1","",""
17,4.56,"14","9.5",2.33,9.67,"","",6.35,"64","7.42","7.76","0.6","","","14-SHRB_T2-0.2_20110510_1_2","",""
23,6.47,"16","10",2.02,9.98,"","",8.37,"78","8.85","5.38","6.55","","","14-SHRB_T2-0.2_20110510_1_3","",""
25,7.06,"18","10",1.75,10,"","",8.99,"68","7.88","2.41","10","","","14-SHRB_T2-0.2_20110510_1_4","",""
26,7.35,"17","10",1.57,10,"","",8.45,"80","9.04","5.66","5.85","","","14-BISC-0.7_20110510_1_1","",""
23,6.47,"17","10",1.95,10,"","",7.16,"68","7.88","7.42","1.45","","","14-BISC-0.7_20110510_1_2","",""
23,6.47,"15","10",1.36,10,"","",7.34,"72","8.27","7.22","1.95","","","14-BISC-0.7_20110510_1_3","",""
21,5.88,"15","10",1.9,10,"","",6.75,"68","7.88","8.24","0","","","14-BISC-0.7_20110510_1_4","",""
21,5.88,"16","10",1.33,10,"","",7.88,"63","7.26","5.5","6.25","","","14-CHSB-1.0_20110510_1_1","",""
19,5.29,"13","9",1.25,10,"","",7.51,"58","6.45","5.27","6.83","","","14-CHSB-1.0_20110510_1_2","",""
16,4.26,"13","9",1.16,10,"","",7.5,"56","6.13","4.38","8.12","","","14-CHSB-1.0_20110510_1_3","",""
20,5.59,"15","10",1.03,10,"","",8.26,"61","6.94","3.71","8.79","","","14-CHSB-1.0_20110510_1_4","",""
23,6.47,"15","10",2.1,9.9,"","",8.32,"65","7.6","4.89","7.61","","","14-DRYD-2.1_20110510_1_1","",""
20,5.59,"14","9.5",2.66,9.34,"","",7.85,"76","8.65","5.54","6.15","","","14-DRYD-2.1_20110510_1_2","",""
20,5.59,"12","8.5",2.18,9.82,"","",7.02,"64","7.42","6.5","3.75","","","14-DRYD-2.1_20110510_1_3","",""
22,6.18,"16","10",2.3,9.7,"","",7.98,"61","6.94","5.17","7.08","","","14-DRYD-2.1_20110510_1_4","",""
19,5.29,"15","10",1.76,10,"","",8.08,"65","7.6","5","7.5","","","14-BAXT-3.6_20110510_1_1","",""
28,8.06,"21","10",1.74,10,"","",8.56,"71","8.17","5.37","6.57","","","14-BAXT-3.6_20110510_1_2","",""
23,6.47,"18","10",1.68,10,"","",8.26,"56","6.13","3.79","8.71","","","14-BAXT-3.6_20110510_1_3","",""
24,6.76,"18","10",1.88,10,"","",8.51,"69","7.98","4.68","7.82","","","14-BAXT-3.6_20110510_1_4","",""
19,5.29,"16","10",1.55,10,"","",7.86,"54","5.81","4.32","8.18","","","14-FCLV-0.1_20110511_1_1","",""
22,6.18,"18","10",1.97,10,"","",7.98,"59","6.61","5.16","7.1","","","14-FCLV-0.1_20110511_1_2","",""
19,5.29,"15","10",2.01,9.99,"","",7.79,"57","6.29","5.05","7.38","","","14-FCLV-0.1_20110511_1_3","",""
22,6.18,"20","10",2.1,9.9,"","",8.21,"60","6.77","4.29","8.21","","","14-FCLV-0.1_20110511_1_4","",""
20,5.59,"17","10",2.05,9.95,"","",7.06,"71","8.17","7.36","1.6","","","14-CHOL-0.4_20110511_1_1","",""
20,5.59,"14","9.5",1.95,10,"","",7.52,"67","7.79","6.12","4.7","","","14-CHOL-0.4_20110511_1_2","",""
19,5.29,"14","9.5",1.61,10,"","",7.54,"60","6.77","5.55","6.12","","","14-CHOL-0.4_20110511_1_3","",""
16,4.26,"12","8.5",1.93,10,"","",6.95,"64","7.42","6.17","4.58","","","14-CHOL-0.4_20110511_1_4","",""
19,5.29,"14","9.5",1.86,10,"","",8.16,"62","7.1","3.6","8.9","","","14-GBUR-0.8_20110511_1_1","",""
18,4.85,"15","10",1.55,10,"","",7.94,"57","6.29","3.94","8.56","","","14-GBUR-0.8_20110511_1_2","",""
20,5.59,"16","10",1.27,10,"","",8.23,"60","6.77","3.73","8.77","","","14-GBUR-0.8_20110511_1_3","",""
16,4.26,"12","8.5",1.2,10,"","",7.47,"54","5.81","3.74","8.76","","","14-GBUR-0.8_20110511_1_4","",""
20,5.59,"13","9",2.52,9.48,"","",7.31,"70","8.08","6.23","4.42","","","14-WOFH-1.2_20110511_1_1","",""
19,5.29,"13","9",2.73,9.27,"","",7.09,"70","8.08","6.48","3.8","","","14-WOFH-1.2_20110511_1_2","",""
24,6.76,"17","10",2.77,9.23,"","",7.4,"76","8.65","7.06","2.35","","","14-WOFH-1.2_20110511_1_3","",""
24,6.76,"20","10",2.63,9.37,"","",7.73,"73","8.37","6.33","4.17","","","14-WOFH-1.2_20110511_1_4","",""
21,5.88,"13","9",1.99,10,"","",7.86,"72","8.27","5.54","6.15","","","14-THOH-4.3_20110511_1_1","",""
27,7.78,"14","9.5",2.45,9.55,"","",8.66,"82","9.23","5.11","7.22","","","14-THOH-4.3_20110511_1_2","",""
22,6.18,"14","9.5",2.01,9.99,"","",7.77,"77","8.75","6.22","4.45","","","14-THOH-4.3_20110511_1_3","",""
25,7.06,"15","10",1.98,10,"","",8.4,"75","8.56","5.44","6.4","","","14-THOH-4.3_20110511_1_4","",""
16,4.26,"13","9",1.49,10,"","",7.54,"58","6.45","4.53","7.97","","","14-HUCK-0.4_20110512_1_1","",""
24,6.76,"19","10",1.62,10,"","",8.11,"56","6.13","4.83","7.67","","","14-HUCK-0.4_20110512_1_2","",""
25,7.06,"16","10",2.47,9.53,"","",8.13,"73","8.37","5.72","5.7","","","14-HUCK-0.4_20110512_1_3","",""
24,6.76,"19","10",2.22,9.78,"","",8.12,"67","7.79","5.5","6.25","","","14-HUCK-0.4_20110512_1_4","",""
18,4.85,"11","8",2.12,9.88,"","",7.02,"62","7.1","5.89","5.28","","","14-EMRY-0.7_20110512_1_1","",""
24,6.76,"19","10",1.34,10,"","",8.53,"60","6.77","3.36","9.14","","","14-EMRY-0.7_20110512_1_2","",""
19,5.29,"15","10",1.35,10,"","",8,"62","7.1","4.88","7.62","","","14-EMRY-0.7_20110512_1_3","",""
26,7.35,"19","10",1.74,10,"","",8.54,"66","7.69","4.84","7.66","","","14-EMRY-0.7_20110512_1_4","",""
24,6.76,"18","10",1.79,10,"","",8.52,"70","8.08","4.76","7.74","","","14-MLBR-9.0_20110512_1_1","",""
23,6.47,"15","10",1.48,10,"","",8.25,"69","7.98","5.29","6.78","","","14-MLBR-9.0_20110512_1_2","",""
24,6.76,"16","10",1.36,10,"","",8.63,"70","8.08","4.21","8.29","","","14-MLBR-9.0_20110512_1_3","",""
23,6.47,"17","10",1.21,10,"","",8.41,"59","6.61","3.52","8.98","","","14-MLBR-9.0_20110512_1_4","",""
20,5.59,"15","10",1.59,10,"","",8.28,"62","7.1","3.81","8.69","","","14-LOOM-0.5_20110517_1_1","",""
18,4.85,"12","8.5",1.42,10,"","",8.21,"66","7.69","2.92","10","","","14-LOOM-0.5_20110517_1_2","",""
34,9.72,"18","10",2.06,9.94,"","",9.41,"75","8.56","3.68","8.82","","","14-LOOM-0.5_20110517_1_3","",""
22,6.18,"13","9",1.65,10,"","",8.49,"71","8.17","3.38","9.12","","","14-LOOM-0.5_20110517_1_4","",""
26,7.35,"15","10",2.88,9.12,"","",7.43,"52","5.48","5.92","5.2","","","14-LOOM-0.5_20110721_1_1","",""
25,7.06,"14","9.5",2.79,9.21,"","",8.06,"61","6.94","4.91","7.59","","","14-LOOM-0.5_20110721_1_2","",""
25,7.06,"14","9.5",1.91,10,"","",7.75,"49","4.92","5.1","7.25","","","14-LOOM-0.5_20110721_1_3","",""
24,6.76,"16","10",3.13,8.87,"","",7.63,"56","6.13","5.44","6.4","","","14-LOOM-0.5_20110721_1_4","",""
26,7.35,"17","10",1.96,10,"","",8.85,"78","8.85","4.45","8.05","","","14-EMRY-0.7_20110721_1_1","",""
29,8.33,"16","10",2.38,9.62,"","",8.89,"74","8.46","4.45","8.05","","","14-EMRY-0.7_20110721_1_2","",""
24,6.76,"17","10",1.99,10,"","",8.59,"74","8.46","4.78","7.72","","","14-EMRY-0.7_20110721_1_3","",""
23,6.47,"16","10",1.76,10,"","",8.5,"73","8.37","4.82","7.68","","","14-EMRY-0.7_20110721_1_4","",""
22,6.18,"13","9",3.23,8.77,"","",7.6,"64","7.42","5.35","6.63","","","14-FALB-0.1_20110801_1_1","",""
26,7.35,"17","10",3.24,8.76,"","",8.52,"75","8.56","4.55","7.95","","","14-FALB-0.1_20110801_1_2","",""
24,6.76,"15","10",3.15,8.85,"","",8.6,"85","9.52","4.61","7.89","","","14-FALB-0.1_20110801_1_3","",""
23,6.47,"17","10",3.06,8.94,"","",8.46,"78","8.85","4.47","8.03","","","14-FALB-0.1_20110801_1_4","",""
27,7.78,"14","9.5",3.5,8.5,"","",7.89,"60","6.77","5.23","6.92","","","14-BISC-0.7_20110801_1_1","",""
25,7.06,"14","9.5",3.72,8.28,"","",7.61,"74","8.46","6.1","4.75","","","14-BISC-0.7_20110801_1_2","",""
23,6.47,"12","8.5",2.99,9.01,"","",7.61,"61","6.94","5.15","7.12","","","14-BISC-0.7_20110801_1_3","",""
24,6.76,"16","10",3.48,8.52,"","",7.9,"74","8.46","5.7","5.75","","","14-BISC-0.7_20110801_1_4","",""
23,6.47,"15","10",2.2,9.8,"","",8.37,"70","8.08","5","7.5","","","14-MLBR-9.0_20110801_1_1","",""
18,4.85,"14","9.5",2.31,9.69,"","",7.82,"70","8.08","5.21","6.97","","","14-MLBR-9.0_20110801_1_2","",""
22,6.18,"14","9.5",2.44,9.56,"","",7.68,"67","7.79","5.86","5.35","","","14-MLBR-9.0_20110801_1_3","",""
19,5.29,"14","9.5",2.29,9.71,"","",7.93,"65","7.6","4.94","7.56","","","14-MLBR-9.0_20110801_1_4","",""
21,5.88,"16","10",3.1,8.9,"","",7.86,"74","8.46","5.58","6.05","","","14-FCLV-0.1_20110802_1_1","",""
22,6.18,"16","10",2.85,9.15,"","",7.65,"60","6.77","5.54","6.15","","","14-FCLV-0.1_20110802_1_2","",""
25,7.06,"19","10",2.79,9.21,"","",8.13,"72","8.27","5.55","6.12","","","14-FCLV-0.1_20110802_1_3","",""
25,7.06,"17","10",3.21,8.79,"","",7.85,"60","6.77","5.34","6.65","","","14-FCLV-0.1_20110802_1_4","",""
28,8.06,"18","10",4.14,7.86,"","",7.73,"50","5.16","4.91","7.59","","","14-CHOL-0.4_20110802_1_1","",""
24,6.76,"14","9.5",4.17,7.83,"","",7.5,"57","6.29","5.15","7.12","","","14-CHOL-0.4_20110802_1_2","",""
28,8.06,"18","10",3.67,8.33,"","",8.19,"60","6.77","4.71","7.79","","","14-CHOL-0.4_20110802_1_3","",""
22,6.18,"15","10",3.98,8.02,"","",7.55,"56","6.13","5.04","7.4","","","14-CHOL-0.4_20110802_1_4","",""
19,5.29,"12","8.5",3.6,8.4,"","",7.7,"61","6.94","3.11","9.39","","","14-HUCK-0.4_20110802_1_1","",""
19,5.29,"12","8.5",3.44,8.56,"","",7.6,"61","6.94","3.78","8.72","","","14-HUCK-0.4_20110802_1_2","",""
22,6.18,"13","9",3.32,8.68,"","",8.48,"75","8.56","2.61","10","","","14-HUCK-0.4_20110802_1_3","",""
24,6.76,"16","10",3.57,8.43,"","",8.81,"78","8.85","2.77","10","","","14-HUCK-0.4_20110802_1_4","",""
30,8.61,"17","10",3.35,8.65,"","",7.94,"60","6.77","5.73","5.67","","","14-GBUR-0.8_20110802_1_1","",""
27,7.78,"15","10",3.21,8.79,"","",7.95,"59","6.61","5.38","6.55","","","14-GBUR-0.8_20110802_1_2","",""
32,9.17,"20","10",3.28,8.72,"","",8.29,"60","6.77","5.28","6.8","","","14-GBUR-0.8_20110802_1_3","",""
37,10,"23","10",3.12,8.88,"","",8.59,"70","8.08","5.6","6","","","14-GBUR-0.8_20110802_1_4","",""
20,5.59,"11","8",3.59,8.41,"","",6.83,"47","4.6","4.93","7.57","","","14-WOFH-1.2_20110802_1_1","",""
27,7.78,"18","10",3.72,8.28,"","",8.11,"59","6.61","4.63","7.87","","","14-WOFH-1.2_20110802_1_2","",""
22,6.18,"12","8.5",4.27,7.73,"","",6.79,"47","4.6","5.23","6.92","","","14-WOFH-1.2_20110802_1_3","",""
27,7.78,"18","10",3.14,8.86,"","",7.76,"47","4.6","4.93","7.57","","","14-WOFH-1.2_20110802_1_4","",""
34,9.72,"18","10",3.58,8.42,"","",8.78,"78","8.85","5.23","6.92","","","14-THOH-4.3_20110802_1_1","",""
34,9.72,"21","10",2.62,9.38,"","",9.06,"68","7.88","4.19","8.31","","","14-THOH-4.3_20110802_1_2","",""
33,9.44,"20","10",2.99,9.01,"","",8.59,"61","6.94","4.95","7.55","","","14-THOH-4.3_20110802_1_3","",""
36,10,"25","10",2.72,9.28,"","",8.97,"66","7.69","4.62","7.88","","","14-THOH-4.3_20110802_1_4","",""
26,7.35,"17","10",2.63,9.37,"","",7.98,"50","5.16","4.5","8","","","14-SHRB_T2-0.2_20110803_1_1","",""
23,6.47,"20","10",2.52,9.48,"","",7.32,"37","2.98","4.84","7.66","","","14-SHRB_T2-0.2_20110803_1_2","",""
27,7.78,"19","10",2.27,9.73,"","",7.77,"38","3.15","4.3","8.2","","","14-SHRB_T2-0.2_20110803_1_3","",""
26,7.35,"18","10",2.42,9.58,"","",7.89,"49","4.92","4.88","7.62","","","14-SHRB_T2-0.2_20110803_1_4","",""
24,6.76,"13","9",3.22,8.78,"","",8.33,"89","9.9","5.11","7.22","","","14-CHSB-1.0_20110803_1_1","",""
23,6.47,"15","10",3.59,8.41,"","",8.47,"89","9.9","4.94","7.56","","","14-CHSB-1.0_20110803_1_2","",""
21,5.88,"14","9.5",2.74,9.26,"","",8.46,"83","9.33","4.16","8.34","","","14-CHSB-1.0_20110803_1_3","",""
24,6.76,"14","9.5",3.23,8.77,"","",8.6,"84","9.42","3.96","8.54","","","14-CHSB-1.0_20110803_1_4","",""
25,7.06,"17","10",2.85,9.15,"","",8.28,"63","7.26","4.56","7.94","","","14-DRYD-2.1_20110803_1_1","",""
20,5.59,"14","9.5",3.15,8.85,"","",7.83,"63","7.26","4.53","7.97","","","14-DRYD-2.1_20110803_1_2","",""
30,8.61,"21","10",2.66,9.34,"","",8.82,"69","7.98","4.35","8.15","","","14-DRYD-2.1_20110803_1_3","",""
27,7.78,"18","10",2.46,9.54,"","",8.57,"67","7.79","4.78","7.72","","","14-DRYD-2.1_20110803_1_4","",""
23,6.47,"16","10",2.89,9.11,"","",7.85,"54","5.81","4.63","7.87","","","14-BAXT-3.6_20110803_1_1","",""
21,5.88,"14","9.5",3.22,8.78,"","",7.5,"67","7.79","5.79","5.53","","","14-BAXT-3.6_20110803_1_2","",""
25,7.06,"14","9.5",3.29,8.71,"","",7.69,"66","7.69","5.8","5.5","","","14-BAXT-3.6_20110803_1_3","",""
23,6.47,"15","10",3.02,8.98,"","",7.62,"54","5.81","5.26","6.85","","","14-BAXT-3.6_20110803_1_4","",""
28,8.06,"13","9",4.31,7.69,"","",7.26,"62","7.1","6.21","4.47","","","14-NEVR-0.5_20120820_1_1","",""
34,9.72,"23","10",2.93,9.07,"","",9.24,"85","9.52","4.61","7.89","","","14-COUL-0.1_20140805_1_1","",""
33,9.44,"15","10",3.83,8.17,"","",8.57,"70","8.08","5.13","7.18","","","14-LRED-0.1_20140805_1_1","",""
33,9.44,"22","10",3.98,8.02,"","",8.72,"78","8.85","5.09","7.28","","","14-REDK-0.1_20140805_1_1","",""
30,8.61,"13","9",4.41,7.59,"","",7.28,"59","6.61","6.17","4.58","","","14-UNVR_E-0.2_20140805_1_1","",""
24,6.76,"17","10",4.04,7.96,"","",7.88,"78","8.85","5.67","5.83","","","14-LOOM-0.5_20140805_1_1","",""
25,7.06,"15","10",3.87,8.13,"","",7.9,"81","9.13","5.93","5.18","","","14-WSTB-1.1_20140805_1_1","",""
32,9.17,"19","10",3.87,8.13,"","",8.67,"82","9.23","5.27","6.83","","","14-MEEK-1.3_20140805_1_1","",""
34,9.72,"17","10",4.05,7.95,"","",8.5,"87","9.71","5.96","5.1","","","14-TRUT-1.4_20140805_1_1","",""
30,8.61,"16","10",3.91,8.09,"","",8.39,"78","8.85","5.44","6.4","","","14-PINS-1.7_20140805_1_1","",""
22,6.18,"11","8",4.52,7.48,"","",7.51,"72","8.27","4.88","7.62","","","14-CHSB-1.0_20140805_1_1","",""
14,3.68,"9","6.82",1.7,10,"","",6.99,"61","6.94","5","7.5","","","14-UNVR_W-12.5_20140805_1_1","",""
29,8.33,"15","10",3.45,8.55,"","",8.79,"78","8.85","4.3","8.2","","","14-BEAV-13.8_20140805_1_1","",""
29,8.33,"12","8.5",3.56,8.44,"","",8.04,"62","7.1","4.67","7.83","","","14-WILL-18.3_20140805_1_1","",""
23,6.47,"14","9.5",3.49,8.51,"","",8.22,"69","7.98","3.84","8.66","","","14-BEAV-18.5_20140805_1_1","",""
32,9.17,"18","10",3.89,8.11,"","",8.62,"78","8.85","5.21","6.97","","","14-EDEL-18.9_20140805_1_1","",""
23,6.47,"12","8.5",4.52,7.48,"","",7.66,"70","8.08","4.73","7.77","","","14-EDEL-24.7_20140805_1_1","",""
25,7.06,"15","10",3.9,8.1,"","",8.03,"69","7.98","5.2","7","","","14-WDEL-35.4_20140805_1_1","",""
26,7.35,"15","10",3.63,8.37,"","",8.38,"73","8.37","4.69","7.81","","","14-WDEL-40.2_20140805_1_1","",""
21,5.88,"13","9",4.57,7.41,"","",6.64,"50","5.16","5.69","5.77","","","14-EDEL-55.3_20140805_1_1","",""
19,5.29,"12","8.5",4.82,7.1,"","",5.65,"37","2.98","6.24","4.4","","","14-EDEL-59.1_20140805_1_1","",""
41,10,"18","10",3.89,8.11,"","",8.83,"82","9.23","5.27","6.83","","","14-CALL-0.2_20140806_1_1","",""
17,4.56,"1","1.25",7.08,4.28,"","",3.41,"46","4.44","7","2.5","","","14-MCKE-0.5_20140806_1_1","",""
23,6.47,"11","8",4.41,7.59,"","",6.6,"56","6.13","6.07","4.82","","","14-NEVR-0.5_20140806_1_1","",""
23,6.47,"14","9.5",3.71,8.29,"","",8.08,"73","8.37","4.72","7.78","","","14-BIRC-0.8_20140806_1_1","",""
20,5.59,"9","6.82",5.29,6.51,"","",5.05,"44","4.11","7.11","2.22","","","14-COSW-0.8_20140806_1_1","",""
26,7.35,"15","10",3.32,8.68,"","",7.97,"81","9.13","6.13","4.68","","","14-SHNG-0.8_20140806_1_1","",""
42,10,"21","10",4.64,7.33,"","",8.41,"82","9.23","5.8","5.5","","","14-CALL-1.7_20140806_1_1","",""
18,4.85,"12","8.5",3.62,8.38,"","",7.28,"62","7.1","4.92","7.58","","","14-DELA-1.8_20140806_1_1","",""
26,7.35,"18","10",3.54,8.46,"","",8.24,"65","7.6","4.71","7.79","","","14-LBEV-1.9_20140806_1_1","",""
33,9.44,"17","10",3.16,8.84,"","",9.09,"80","9.04","4.37","8.13","","","14-EDEL-10.7_20140806_1_1","",""
38,10,"23","10",3.63,8.37,"","",8.94,"83","9.33","5.2","7","","","14-NEVR-14.8_20140806_1_1","",""
28,8.06,"13","9",4.48,7.52,"","",8.19,"75","8.56","4.71","7.79","","","14-MONG-18.9_20140806_1_1","",""
23,6.47,"18","10",3.83,8.17,"","",8.07,"61","6.94","3.71","8.79","","","14-FSED-2.5_20140806_1_1","",""
27,7.78,"11","8",4.01,7.99,"","",8.17,"83","9.33","4.77","7.73","","","14-WILL-3.1_20140806_1_1","",""
27,7.78,"15","10",5.1,6.75,"","",7.95,"67","7.79","5.03","7.42","","","14-NEVR-30.6_20140806_1_1","",""
18,4.85,"12","8.5",2.63,9.37,"","",7.22,"53","5.65","4.78","7.72","","","14-CALL_N-4.0_20140806_1_1","",""
26,7.35,"15","10",3.38,8.62,"","",8.42,"79","8.94","5.12","7.2","","","14-DELA-45.2_20140806_1_1","",""
36,10,"15","10",3.85,8.15,"","",8.88,"76","8.65","4.88","7.62","","","14-MONG_E-5.1_20140806_1_1","",""
16,4.26,"7","5.91",5.07,6.79,"","",5.52,"76","8.65","7.2","2","","","14-MONG_M-5.6_20140806_1_1","",""
33,9.44,"22","10",2.84,9.16,"","",9.02,"78","8.85","4.86","7.64","","","14-DELA-50.4_20140806_1_1","",""
28,8.06,"16","10",4.14,7.86,"","",8.49,"77","8.75","4.71","7.79","","","14-WILL-6.4_20140806_1_1","",""
36,10,"20","10",3.69,8.31,"","",9,"79","8.94","4.73","7.77","","","14-NEVR-8.9_20140806_1_1","",""
14,3.68,"10","7.27",4.46,7.54,"","",6.64,"65","7.6","5.16","7.1","","","14-CATL-0.1_20140807_1_1","",""
34,9.72,"18","10",3.87,8.13,"","",8.54,"66","7.69","5.14","7.15","","","14-FLYC_T2-0.6_20140807_1_1","",""
21,5.88,"14","9.5",4.14,7.86,"","",7.71,"82","9.23","5.57","6.07","","","14-LBEE-0.6_20140807_1_1","",""
33,9.44,"21","10",3.23,8.77,"","",9.1,"82","9.23","4.43","8.07","","","14-EDEL-0.8_20140807_1_1","",""
27,7.78,"18","10",4.08,7.92,"","",8.33,"72","8.27","4.82","7.68","","","14-WDEL-1.3_20140807_1_1","",""
15,3.97,"6","5.45",5.85,5.81,"","",4.59,"45","4.27","6.61","3.47","","","14-WDEL-14.6_20140807_1_1","",""
28,8.06,"16","10",2.78,9.22,"","",8.99,"77","8.75","3.6","8.9","","","14-BEAV-22.2_20140807_1_1","",""
26,7.35,"18","10",3.07,8.93,"","",8.7,"78","8.85","4.12","8.38","","","14-BEAV-26.7_20140807_1_1","",""
20,5.59,"12","8.5",4.29,7.71,"","",6.85,"57","6.29","5.54","6.15","","","14-WDEL-51.0_20140807_1_1","",""
20,5.59,"15","10",3.98,8.02,"","",7.48,"57","6.29","4.99","7.51","","","14-WDEL-56.4_20140807_1_1","",""
25,7.06,"16","10",3.56,8.44,"","",7.62,"59","6.61","5.6","6","","","14-DELA-75.3_20140807_1_1","",""
