SITE_ID,chemical_name,sample_date,fraction,result_value,result_unit,validator_qualifiers,Project_name,sys_sample_code,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,interpreted_qualifiers,sample_delivery_group,qaqc_date,SH_LATITUDE,SH_LONGITUDE,SH_WQ_STANDARD,SH_PWL_ID,X,INFO_TYPE
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",7/19/2017,total,0.51,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",7/25/2018,total,0.62,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",8/1/2017,total,0.82,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",8/15/2018,total,1.2,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-08152018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",9/19/2017,total,1.15,mg/l,A,Wallkill Special Study 2017,13-WALK-46.6,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",9/6/2017,total,1.19,mg/l,A,Wallkill Special Study 2017,13WALK-46.6,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRATE (AS N)",9/6/2018,total,4.1,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-09062018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",10/11/2017,total,0.03,mg/l,A,Wallkill Special Study 2017,13-WALK-46.6,14797-65-0,0.004,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",10/4/2018,total,0.01,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-10042018-W,14797-65-0,0.007,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",7/11/2018,total,0.01,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07112018-W,14797-65-0,0.007,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",7/19/2017,total,0.01,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,14797-65-0,0.002,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",7/25/2018,total,0.01,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,14797-65-0,0.007,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",8/1/2017,total,NA,mg/l,U,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,14797-65-0,0.002,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",8/15/2018,total,0.02,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-08152018-W,14797-65-0,0.007,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",9/19/2017,total,NA,mg/l,U,Wallkill Special Study 2017,13-WALK-46.6,14797-65-0,0.002,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",9/6/2017,total,0.01,mg/l,A,Wallkill Special Study 2017,13WALK-46.6,14797-65-0,0.002,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"NITROGEN, NITRITE",9/6/2018,total,0.02,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-09062018-W,14797-65-0,0.007,mg/l,0.01,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,PH,10/11/2017,total,7.69,pH units,A,Wallkill Special Study 2017,13-WALK-46.6,PH,NA,pH units,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,PH,7/19/2017,total,7.93,pH units,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,PH,NA,pH units,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,PH,8/1/2017,total,7.87,pH units,A,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,PH,NA,pH units,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,PH,9/19/2017,total,7.86,pH units,A,Wallkill Special Study 2017,13-WALK-46.6,PH,NA,pH units,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,PH,9/6/2017,total,7.94,pH units,A,Wallkill Special Study 2017,13WALK-46.6,PH,NA,pH units,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",10/11/2017,total,0.12,mg/l,A,Wallkill Special Study 2017,13-WALK-46.6,7723-14-0,0.004,mg/l,0.006,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",10/4/2018,total,0.19,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-10042018-W,7723-14-0,0.01,mg/l,0.025,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,total,0.09,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07112018-W,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",7/19/2017,total,0.12,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,7723-14-0,0.004,mg/l,0.006,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",7/25/2018,total,0.15,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,7723-14-0,0.01,mg/l,0.025,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",8/1/2017,total,0.08,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,7723-14-0,0.002,mg/l,0.003,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",8/15/2018,total,0.26,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-08152018-W,7723-14-0,0.02,mg/l,0.05,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",9/19/2017,total,0.09,mg/l,A,Wallkill Special Study 2017,13-WALK-46.6,7723-14-0,0.002,mg/l,0.003,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",9/6/2017,total,0.1,mg/l,A,Wallkill Special Study 2017,13WALK-46.6,7723-14-0,0.004,mg/l,0.006,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,total,0.3,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-09062018-W,7723-14-0,0.02,mg/l,0.05,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,10/11/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13-WALK-46.6,7440-22-4,0.131,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,10/4/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-WALK-46.6-10042018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,7/11/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-WALK-46.6-07112018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,7/19/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,7440-22-4,0.131,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,7/25/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,8/1/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,7440-22-4,0.131,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,8/15/2018,total,0.1,ug/l,J,Wallkill RAS 2018,13-WALK-46.6-08152018-W,7440-22-4,0.039,ug/l,1,J,estimated value due to lab error,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,9/19/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13-WALK-46.6,7440-22-4,0.131,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,9/6/2017,total,NA,ug/l,U,Wallkill Special Study 2017,13WALK-46.6,7440-22-4,0.131,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Silver,9/6/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-WALK-46.6-09062018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Temperature of pH Analysis,10/11/2017,total,19.3,deg c,A,Wallkill Special Study 2017,13-WALK-46.6,TEMP,NA,deg c,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Temperature of pH Analysis,7/19/2017,total,19.9,deg c,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,TEMP,NA,deg c,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Temperature of pH Analysis,8/1/2017,total,20.5,deg c,A,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,TEMP,NA,deg c,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Temperature of pH Analysis,9/19/2017,total,23.8,deg c,A,Wallkill Special Study 2017,13-WALK-46.6,TEMP,NA,deg c,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Temperature of pH Analysis,9/6/2017,total,19.5,deg c,A,Wallkill Special Study 2017,13WALK-46.6,TEMP,NA,deg c,NA,H,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/11/2017,total,379,mg/l,A,Wallkill Special Study 2017,13-WALK-46.6,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/4/2018,total,190,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-10042018-W,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,total,363,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07112018-W,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/19/2017,total,269,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/25/2018,total,245,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/1/2017,total,330,mg/l,A,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/15/2018,total,228,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-08152018-W,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/19/2017,total,364,mg/l,R,Wallkill Special Study 2017,13-WALK-46.6,TDS,4,mg/l,10,,Holding Time error,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2017,total,358,mg/l,A,Wallkill Special Study 2017,13WALK-46.6,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,total,367,mg/l,A,Wallkill RAS 2018,13-WALK-46.6-09062018-W,TDS,4,mg/l,10,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,10/11/2017,total,4.62,ntu,A,Wallkill Special Study 2017,13-WALK-46.6,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,10/4/2018,total,9.9,ntu,A,Wallkill RAS 2018,13-WALK-46.6-10042018-W,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,7/11/2018,total,12.6,ntu,A,Wallkill RAS 2018,13-WALK-46.6-07112018-W,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,7/19/2017,total,18.5,ntu,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,7/25/2018,total,51.8,ntu,A,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,8/1/2017,total,7.43,ntu,A,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,8/15/2018,total,39.3,ntu,A,Wallkill RAS 2018,13-WALK-46.6-08152018-W,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,9/19/2017,total,13.1,ntu,A,Wallkill Special Study 2017,13-WALK-46.6,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,9/6/2017,total,17.5,ntu,A,Wallkill Special Study 2017,13WALK-46.6,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,TURBIDITY,9/6/2018,total,11.2,ntu,A,Wallkill RAS 2018,13-WALK-46.6-09062018-W,TURB,0.06,ntu,0.1,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,10/11/2017,total,5.4,ug/l,A,Wallkill Special Study 2017,13-WALK-46.6,7440-66-6,3,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,10/4/2018,total,16.2,ug/l,A,Wallkill RAS 2018,13-WALK-46.6-10042018-W,7440-66-6,2.5,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,7/11/2018,total,7,ug/l,A,Wallkill RAS 2018,13-WALK-46.6-07112018-W,7440-66-6,2.5,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,7/19/2017,total,6.5,ug/l,A,Wallkill Special Study 2017,13WALK-46.6_07192017_WS,7440-66-6,3,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,7/25/2018,total,24.1,ug/l,A,Wallkill RAS 2018,13-WALK-46.6-07252018-WS,7440-66-6,2.5,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,8/1/2017,total,5.5,ug/l,R,Wallkill Special Study 2017,13WALK-46.6_08012017_WS,7440-66-6,3,ug/l,5,,Precision error,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,8/15/2018,total,25.8,ug/l,A,Wallkill RAS 2018,13-WALK-46.6-08152018-W,7440-66-6,2.5,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,9/19/2017,total,5.9,ug/l,A,Wallkill Special Study 2017,13-WALK-46.6,7440-66-6,3,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,9/6/2017,total,6.3,ug/l,A,Wallkill Special Study 2017,13WALK-46.6,7440-66-6,3,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-46.6,Zinc,9/6/2018,total,13.6,ug/l,A,Wallkill RAS 2018,13-WALK-46.6-09062018-W,7440-66-6,2.5,ug/l,5,,,NA,NA,41.41222,-74.37805,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",10/11/2017,total,148,mg/l,A,Wallkill Special Study 2017,13-WALK-60.1,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",10/16/2019,total,184,mg/l,A,Wallkill RAS 2019,13-WALK-60.1-10162019-W,ALK,1.8,mg/l,2,,,R1910109,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",10/3/2018,total,61.2,mg/l,A,Wallkill RAS 2018,13-WALK-60.1-10032018-W,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",6/25/2019,total,122,mg/l,A,Wallkill RAS 2019,13-WALK-60.1-06252019-W,ALK,1.8,mg/l,2,,,R1905963,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,total,146,mg/l,A,Wallkill RAS 2018,13-WALK-60.1-07112018-W,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",7/19/2017,total,138,mg/l,A,Wallkill Special Study 2017,13WALK-60.1_07192017_WS,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",7/24/2018,total,86.8,mg/l,A,Wallkill RAS 2018,13-WALK-60.1-07242018-WS,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",7/24/2019,total,57.2,mg/l,A,Wallkill RAS 2019,13-WALK-60.1-07242019-W,ALK,1.8,mg/l,2,,,R1907020,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",8/1/2017,total,152,mg/l,A,Wallkill Special Study 2017,13WALK-60.1_08012017_WS,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",8/15/2019,total,144,mg/l,A,Wallkill RAS 2019,13-WALK-60.1-08152019-W,ALK,1.8,mg/l,2,,,R1907828,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",8/16/2018,total,81.6,mg/l,A,Wallkill RAS 2018,13-WALK-60.1-081618-WS,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",9/18/2019,total,177,mg/l,A,Wallkill RAS 2019,13-WALK-60.1-09182019-W,ALK,1.8,mg/l,2,,,R1909019,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",9/19/2017,total,161,mg/l,A,Wallkill Special Study 2017,13-WALK-60.1,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",9/5/2018,total,150,mg/l,A,Wallkill RAS 2018,13-WALK-60.1-09052018-W,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,"ALKALINITY, TOTAL (AS CaCO3)",9/6/2017,total,142,mg/l,A,Wallkill Special Study 2017,13WALK-60.1,ALK,1,mg/l,2,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,10/11/2017,total,312,ug/l,A,Wallkill Special Study 2017,13-WALK-60.1,7429-90-5,26.9,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,10/16/2019,total,180,ug/l,A,Wallkill RAS 2019,13-WALK-60.1-10162019-W,7429-90-5,2.3,ug/l,10,,,R1910109,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,10/3/2018,total,753,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-10032018-W,7429-90-5,23,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,6/25/2019,total,449,ug/l,A,Wallkill RAS 2019,13-WALK-60.1-06252019-W,7429-90-5,2.3,ug/l,10,,,R1905963,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,7/11/2018,total,397,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-07112018-W,7429-90-5,11.5,ug/l,50,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,7/19/2017,total,796,ug/l,A,Wallkill Special Study 2017,13WALK-60.1_07192017_WS,7429-90-5,80.1,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,7/24/2018,total,464,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-07242018-WS,7429-90-5,23,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,7/24/2019,total,572,ug/l,A,Wallkill RAS 2019,13-WALK-60.1-07242019-W,7429-90-5,2.3,ug/l,10,,,R1907020,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,8/1/2017,total,512,ug/l,A,Wallkill Special Study 2017,13WALK-60.1_08012017_WS,7429-90-5,26.9,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,8/15/2019,total,301,ug/l,R,Wallkill RAS 2019,13-WALK-60.1-08152019-W,7429-90-5,2.3,ug/l,10,N,lab error,R1907828,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,8/16/2018,total,289,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-081618-WS,7429-90-5,11.5,ug/l,50,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,9/18/2019,total,323,ug/l,R,Wallkill RAS 2019,13-WALK-60.1-09182019-W,7429-90-5,2.3,ug/l,10,N,lab error ; Accuracy error,R1909019,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,9/19/2017,total,335,ug/l,A,Wallkill Special Study 2017,13-WALK-60.1,7429-90-5,13.5,ug/l,50,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,9/5/2018,total,244,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-09052018-W,7429-90-5,23,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Aluminum,9/6/2017,total,363,ug/l,A,Wallkill Special Study 2017,13WALK-60.1,7429-90-5,26.9,ug/l,100,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Arsenic,10/11/2017,total,0.86,ug/l,J,Wallkill Special Study 2017,13-WALK-60.1,7440-38-2,0.389,ug/l,1,J,estimated value due to lab error,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Arsenic,10/16/2019,total,1.2,ug/l,A,Wallkill RAS 2019,13-WALK-60.1-10162019-W,7440-38-2,0.32,ug/l,1,,,R1910109,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Arsenic,10/3/2018,total,1.3,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-10032018-W,7440-38-2,0.39,ug/l,1,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Arsenic,6/25/2019,total,2,ug/l,A,Wallkill RAS 2019,13-WALK-60.1-06252019-W,7440-38-2,0.32,ug/l,1,,,R1905963,3/24/2020,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Arsenic,7/11/2018,total,2.1,ug/l,A,Wallkill RAS 2018,13-WALK-60.1-07112018-W,7440-38-2,0.39,ug/l,1,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
13-WALK-60.1,Arsenic,7/19/2017,total,1.5,ug/l,A,Wallkill Special Study 2017,13WALK-60.1_07192017_WS,7440-38-2,0.389,ug/l,1,,,NA,NA,41.29083,-74.53056,C,1306-0017,NA,NA
