"MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE","MSSIH_EVENT_SMAS_HISTORY_ID","MSSIH_EVENT_SMAS_SAMPLE_DATE","MSSIH_BIOSAMPLE_COLLECT_METHOD_NUM","BIOSAMPLE_COLLECT_METHOD"
"13-MNGO-0.7_19980909_1_1",20,5.59,5,4.72,5.94,5.7,NA,NA,4.85,45,4.27,6.42,3.95,NA,NA,NA,NA,"13-MNGO-0.7","9/9/1998",1,"Kick:Standard"
"13-MNGO-0.7_20070912_1_1",17,4.56,11,8,6.03,5.59,NA,NA,4.77,40,3.47,7.11,2.22,NA,NA,NA,NA,"13-MNGO-0.7","9/12/2007",1,"Kick:Standard"
"13-MNGO-0.7_20080820_1_1",16,4.26,8,6.36,5.41,6.36,NA,NA,5.29,54,5.81,6.53,3.67,NA,NA,NA,NA,"13-MNGO-0.7","8/20/2008",1,"Kick:Standard"
"13-MNGO-2.2_20120731_1_1",13,3.38,8,6.36,5.27,6.54,NA,NA,5.04,44,4.11,6.08,4.8,NA,NA,NA,NA,"13-MNGO-2.2","7/31/2012",1,"Kick:Standard"
"13-MNGO-4.8_20020911_1_1",18,4.85,3,3.61,7.74,3.45,NA,NA,3.46,49,4.92,7.82,0.45,NA,NA,NA,NA,"13-MNGO-4.8","9/11/2002",1,"Kick:Standard"
"13-MNGO-4.8_20030826_1_1",23,6.47,7,5.91,5.3,6.5,NA,NA,6.35,67,7.79,5.97,5.08,NA,NA,NA,NA,"13-MNGO-4.8","8/26/2003",1,"Kick:Standard"
"13-MNGO-4.8_20120731_1_1",18,4.85,8,6.36,5.42,6.35,NA,NA,5.07,38,3.15,6.14,4.65,NA,NA,NA,NA,"13-MNGO-4.8","7/31/2012",1,"Kick:Standard"
"13-MNGO_N-0.8_20120912_1_1",29,8.33,10,7.27,4.99,6.89,NA,NA,6.98,56,6.13,5.49,6.27,NA,NA,NA,NA,"13-MNGO_N-0.8","9/12/2012",1,"Kick:Standard"
"13-MNGO_S-1.1_20120912_1_1",18,4.85,6,5.45,5.25,6.56,NA,NA,5.88,55,5.97,5.37,6.57,NA,NA,NA,NA,"13-MNGO_S-1.1","9/12/2012",1,"Kick:Standard"
"13-MONH-0.4_19860617_1_1",10,2.31,0,0,9.75,0.42,NA,NA,1.68,20,0,5.73,5.67,NA,NA,NA,NA,"13-MONH-0.4","6/17/1986",1,"Kick:Standard"
"13-MONH-0.4_19920827_1_1",20,5.59,3,3.61,5.76,5.93,NA,NA,4.32,49,4.92,7.37,1.57,NA,NA,NA,NA,"13-MONH-0.4","8/27/1992",1,"Kick:Standard"
"13-MONH-0.4_20040729_1_1",11,2.79,5,4.72,5.5,6.25,NA,NA,4.85,52,5.48,5.99,5.02,NA,NA,NA,NA,"13-MONH-0.4","7/29/2004",1,"Kick:Standard"
"13-MONH-0.4_20120908_1_1",16,4.26,6,5.45,5.19,6.64,NA,NA,5.71,59,6.61,5.77,5.58,NA,NA,NA,NA,"13-MONH-0.4","9/8/2012",1,"Kick:Standard"
"13-MONH-0.4_20170802_1_1",16,4.26,7,5.91,5.36,6.42,NA,NA,5.66,77,8.75,6.82,2.95,NA,NA,NA,NA,"13-MONH-0.4","8/2/2017",1,"Kick:Standard"
"13-MONH-0.4_20170802_1_2",18,4.85,5,4.72,5.15,6.69,NA,NA,5.41,67,7.79,6.8,3,NA,NA,NA,NA,"13-MONH-0.4","8/2/2017",1,"Kick:Standard"
"13-MONH-0.4_20170802_1_3",19,5.29,6,5.45,5.14,6.7,NA,NA,6.07,84,9.42,6.61,3.47,NA,NA,NA,NA,"13-MONH-0.4","8/2/2017",1,"Kick:Standard"
"13-MONH-0.4_20170802_1_4",19,5.29,8,6.36,5.17,6.66,NA,NA,5.99,73,8.37,6.69,3.27,NA,NA,NA,NA,"13-MONH-0.4","8/2/2017",1,"Kick:Standard"
"13-MONH-0.4_20180827_1_1",17,4.56,7,5.91,5.15,6.69,NA,NA,5.54,59,6.61,6.43,3.93,NA,NA,NA,NA,"13-MONH-0.4","8/27/2018",1,"Kick:Standard"
"13-MONH-0.4_20180827_1_2",12,3.09,5,4.72,5.16,6.68,NA,NA,4.94,55,5.97,6.3,4.25,NA,NA,NA,NA,"13-MONH-0.4","8/27/2018",1,"Kick:Standard"
"13-MONH-0.4_20180827_1_3",17,4.56,7,5.91,5.17,6.66,NA,NA,6,85,9.52,6.65,3.37,NA,NA,NA,NA,"13-MONH-0.4","8/27/2018",1,"Kick:Standard"
"13-MONH-0.4_20180827_1_4",14,3.68,5,4.72,4.96,6.92,NA,NA,4.92,57,6.29,6.8,3,NA,NA,NA,NA,"13-MONH-0.4","8/27/2018",1,"Kick:Standard"
"13-MONH-2.1_19860617_1_1",7,1.15,0,0,9.88,0.2,NA,NA,0.67,14,0,7.2,2,NA,NA,NA,NA,"13-MONH-2.1","6/17/1986",1,"Kick:Standard"
"13-MONH-2.1_19920827_1_1",18,4.85,3,3.61,6.58,4.9,NA,NA,4.23,52,5.48,7.07,2.32,NA,NA,NA,NA,"13-MONH-2.1","8/27/1992",1,"Kick:Standard"
"13-MONH-2.1_20040729_1_1",16,4.26,4,4.17,5.88,5.78,NA,NA,4.29,42,3.79,6.61,3.47,NA,NA,NA,NA,"13-MONH-2.1","7/29/2004",1,"Kick:Standard"
"13-MONH-2.1_20080722_1_1",19,5.29,3,3.61,5.78,5.9,NA,NA,4.05,40,3.47,7.2,2,NA,NA,NA,NA,"13-MONH-2.1","7/22/2008",1,"Kick:Standard"
"13-MONH-3.5_19860617_1_1",7,1.15,0,0,9.22,1.3,NA,NA,1.12,35,2.66,7.81,0.48,NA,NA,NA,NA,"13-MONH-3.5","6/17/1986",1,"Kick:Standard"
"13-MONH-3.5_19920827_1_1",18,4.85,2,3.06,6.24,5.32,NA,NA,4.08,47,4.6,6.97,2.58,NA,NA,NA,NA,"13-MONH-3.5","8/27/1992",1,"Kick:Standard"
"13-MONH-3.5_20040729_1_1",18,4.85,6,5.45,6.06,5.55,NA,NA,4.67,51,5.32,7.12,2.2,NA,NA,NA,NA,"13-MONH-3.5","7/29/2004",1,"Kick:Standard"
"13-MONH-4.1_19860617_1_1",9,1.92,1,1.25,8.88,1.87,NA,NA,1.77,29,1.55,7.1,2.25,NA,NA,NA,NA,"13-MONH-4.1","6/17/1986",1,"Kick:Standard"
"13-MONH-4.1_19920827_1_1",19,5.29,2,3.06,6.78,4.65,NA,NA,3.97,43,3.95,6.84,2.9,NA,NA,NA,NA,"13-MONH-4.1","8/27/1992",1,"Kick:Standard"
"13-MONH-4.1_20170726_1_1",19,5.29,3,3.61,5.77,5.91,NA,NA,4.41,54,5.81,7.42,1.45,NA,NA,NA,NA,"13-MONH-4.1","7/26/2017",1,"Kick:Standard"
"13-MONH-4.1_20180827_1_1",20,5.59,3,3.61,6.11,5.49,NA,NA,3.94,43,3.95,7.57,1.07,NA,NA,NA,NA,"13-MONH-4.1","8/27/2018",1,"Kick:Standard"
"13-MONH-4.1_20180827_1_2",16,4.26,2,3.06,6.36,5.18,NA,NA,3.1,37,2.98,8.49,0,NA,NA,NA,NA,"13-MONH-4.1","8/27/2018",1,"Kick:Standard"
"13-MONH-4.1_20180827_1_3",20,5.59,4,4.17,6.33,5.21,NA,NA,4.26,52,5.48,7.66,0.85,NA,NA,NA,NA,"13-MONH-4.1","8/27/2018",1,"Kick:Standard"
"13-MONH-4.1_20180827_1_4",21,5.88,4,4.17,5.93,5.71,NA,NA,4.03,42,3.79,7.75,0.62,NA,NA,NA,NA,"13-MONH-4.1","8/27/2018",1,"Kick:Standard"
"13-MONH-5.9_19860617_1_1",18,4.85,2,3.06,8.41,2.61,NA,NA,3.5,29,1.55,5.83,5.42,NA,NA,NA,NA,"13-MONH-5.9","6/17/1986",1,"Kick:Standard"
"13-MONH-5.9_20040729_1_1",23,6.47,5,4.72,5.83,5.84,NA,NA,5.06,46,4.44,6.46,3.85,NA,NA,NA,NA,"13-MONH-5.9","7/29/2004",1,"Kick:Standard"
"13-MOOD-0.8_19920827_1_1",20,5.59,10,7.27,4.56,7.43,NA,NA,5.66,43,3.95,6.37,4.07,NA,NA,NA,NA,"13-MOOD-0.8","8/27/1992",1,"Kick:Standard"
"13-MOOD-0.8_19970918_1_1",18,4.85,7,5.91,5.72,5.98,NA,NA,4.79,35,2.66,6.18,4.55,NA,NA,NA,NA,"13-MOOD-0.8","9/18/1997",1,"Kick:Standard"
"13-MOOD-0.8_19980909_1_1",20,5.59,11,8,4.94,6.95,NA,NA,6.02,46,4.44,5.95,5.12,NA,NA,NA,NA,"13-MOOD-0.8","9/9/1998",1,"Kick:Standard"
"13-MOOD-0.8_20020911_1_1",19,5.29,9,6.82,5.33,6.46,NA,NA,5.24,36,2.82,6.07,4.82,NA,NA,NA,NA,"13-MOOD-0.8","9/11/2002",1,"Kick:Standard"
"13-MOOD-0.8_20040728_1_1",26,7.35,10,7.27,5.27,6.54,NA,NA,5.89,54,5.81,7.01,2.48,NA,NA,NA,NA,"13-MOOD-0.8","7/28/2004",1,"Kick:Standard"
"13-MOOD-0.8_20070912_1_1",15,3.97,9,6.82,4.96,6.92,NA,NA,6.32,63,7.26,5.34,6.65,NA,NA,NA,NA,"13-MOOD-0.8","9/12/2007",1,"Kick:Standard"
"13-MOOD-0.8_20170725_1_1",17,4.56,9,6.82,4.37,7.63,NA,NA,6.03,60,6.77,6.26,4.35,NA,NA,NA,NA,"13-MOOD-0.8","7/25/2017",1,"Kick:Standard"
"13-MOOD-10.8_20040728_1_1",21,5.88,9,6.82,5.27,6.54,NA,NA,5.77,59,6.61,6.81,2.98,NA,NA,NA,NA,"13-MOOD-10.8","7/28/2004",1,"Kick:Standard"
"13-MOOD-13.0_20040728_1_1",19,5.29,11,8,4.66,7.3,NA,NA,6.2,57,6.29,6.35,4.13,NA,NA,NA,NA,"13-MOOD-13.0","7/28/2004",1,"Kick:Standard"
"13-MOOD-13.0_20120908_1_1",22,6.18,11,8,5.13,6.71,NA,NA,5.46,43,3.95,7.02,2.45,NA,NA,NA,NA,"13-MOOD-13.0","9/8/2012",1,"Kick:Standard"
"13-MOOD-2.9_20040728_1_1",28,8.06,13,9,4.96,6.92,NA,NA,7.23,63,7.26,6.04,4.9,NA,NA,NA,NA,"13-MOOD-2.9","7/28/2004",1,"Kick:Standard"
"13-MOOD-5.3_20040728_1_1",31,8.89,14,9.5,4.91,6.99,NA,NA,7.4,65,7.6,6.4,4,NA,NA,NA,NA,"13-MOOD-5.3","7/28/2004",1,"Kick:Standard"
"13-MOOD-7.0_20040728_1_1",20,5.59,6,5.45,5.14,6.7,NA,NA,5.12,44,4.11,6.5,3.75,NA,NA,NA,NA,"13-MOOD-7.0","7/28/2004",1,"Kick:Standard"
"13-MORD-1.7_19990805_1_1",28,8.06,11,8,4.62,7.35,NA,NA,6.79,57,6.29,6.31,4.23,NA,NA,NA,NA,"13-MORD-1.7","8/5/1999",1,"Kick:Standard"
"13-MORD-1.7_20070911_1_1",24,6.76,11,8,5.19,6.64,NA,NA,5.73,51,5.32,7.22,1.95,NA,NA,NA,NA,"13-MORD-1.7","9/11/2007",1,"Kick:Standard"
"13-MORD-2.8_19980930_1_1",27,7.78,12,8.5,3.88,8.12,NA,NA,7.27,57,6.29,5.73,5.67,NA,NA,NA,NA,"13-MORD-2.8","9/30/1998",1,"Kick:Standard"
"13-MORD-2.8_19990805_1_1",30,8.61,14,9.5,4.02,7.98,NA,NA,8.38,72,8.27,4.98,7.52,NA,NA,NA,NA,"13-MORD-2.8","8/5/1999",1,"Kick:Standard"
"13-MORD-2.8_20020918_1_1",20,5.59,9,6.82,2.6,9.4,NA,NA,7.4,67,7.79,5.05,7.38,NA,NA,NA,NA,"13-MORD-2.8","9/18/2002",1,"Kick:Standard"
"13-MORD-5.4_19990805_1_1",31,8.89,14,9.5,3.7,8.3,NA,NA,7.67,51,5.32,5.46,6.35,NA,NA,NA,NA,"13-MORD-5.4","8/5/1999",1,"Kick:Standard"
"13-MORD-6.2_19890515_1_1",22,6.18,8,6.36,2.78,9.22,NA,NA,7.64,74,8.46,4.5,8,NA,NA,NA,NA,"13-MORD-6.2","5/15/1989",1,"Kick:Standard"
"13-MORD-6.3_19890119_1_1",14,3.68,8,6.36,1.93,10,NA,NA,7.23,72,8.27,4.65,7.85,NA,NA,NA,NA,"13-MORD-6.3","1/19/1989",1,"Kick:Standard"
"13-MORD-6.3_19890215_1_1",16,4.26,8,6.36,1.9,10,NA,NA,7.54,70,8.08,3.52,8.98,NA,NA,NA,NA,"13-MORD-6.3","2/15/1989",1,"Kick:Standard"
"13-MORD-6.3_19890317_1_1",13,3.38,9,6.82,1.92,10,NA,NA,7.53,73,8.37,3.43,9.07,NA,NA,NA,NA,"13-MORD-6.3","3/17/1989",1,"Kick:Standard"
"13-MORD-6.3_19890414_1_1",25,7.06,14,9.5,2.71,9.29,NA,NA,9.03,89,9.9,3.11,9.39,NA,NA,NA,NA,"13-MORD-6.3","4/14/1989",1,"Kick:Standard"
"13-MORD-6.3_19890515_1_1",26,7.35,11,8,2.56,9.44,NA,NA,8.64,89,9.9,3.98,8.52,NA,NA,NA,NA,"13-MORD-6.3","5/15/1989",1,"Kick:Standard"
"13-MORD-6.3_19890615_1_1",25,7.06,11,8,4.14,7.86,NA,NA,8.35,85,9.52,3.2,9.3,NA,NA,NA,NA,"13-MORD-6.3","6/15/1989",1,"Kick:Standard"
"13-MORD-6.3_19890714_1_1",34,9.72,12,8.5,4.68,7.28,NA,NA,8.6,72,8.27,3.29,9.21,NA,NA,NA,NA,"13-MORD-6.3","7/14/1989",1,"Kick:Standard"
"13-MORD-6.3_19890817_1_1",24,6.76,12,8.5,3.68,8.32,NA,NA,7.47,52,5.48,4.23,8.27,NA,NA,NA,NA,"13-MORD-6.3","8/17/1989",1,"Kick:Standard"
"13-MORD-6.3_19890918_1_1",20,5.59,11,8,4.08,7.92,NA,NA,7.61,79,8.94,4.89,7.61,NA,NA,NA,NA,"13-MORD-6.3","9/18/1989",1,"Kick:Standard"
"13-MORD-6.3_19891013_1_1",26,7.35,12,8.5,3.32,8.68,NA,NA,7.9,65,7.6,5.05,7.38,NA,NA,NA,NA,"13-MORD-6.3","10/13/1989",1,"Kick:Standard"
"13-MORD-6.3_19891114_1_1",24,6.76,11,8,2.86,9.14,NA,NA,8.32,86,9.62,4.41,8.09,NA,NA,NA,NA,"13-MORD-6.3","11/14/1989",1,"Kick:Standard"
"13-MORD-6.3_19990805_1_1",27,7.78,13,9,3.72,8.28,NA,NA,7.85,60,6.77,5.03,7.42,NA,NA,NA,NA,"13-MORD-6.3","8/5/1999",1,"Kick:Standard"
"13-MORD-7.3_19990805_1_1",36,10,14,9.5,4.46,7.54,NA,NA,7.35,53,5.65,6.38,4.05,NA,NA,NA,NA,"13-MORD-7.3","8/5/1999",1,"Kick:Standard"
"13-MORD-8.9_19880909_1_1",29,8.33,11,8,4.36,7.64,NA,NA,7.66,59,6.61,4.77,7.73,NA,NA,NA,NA,"13-MORD-8.9","9/9/1988",1,"Kick:Standard"
"13-MORD-8.9_19881017_1_1",22,6.18,9,6.82,2.65,9.35,NA,NA,7.99,80,9.04,3.96,8.54,NA,NA,NA,NA,"13-MORD-8.9","10/17/1988",1,"Kick:Standard"
"13-MORD-8.9_19881117_1_1",15,3.97,8,6.36,2.03,9.97,NA,NA,7.5,72,8.27,3.57,8.93,NA,NA,NA,NA,"13-MORD-8.9","11/17/1988",1,"Kick:Standard"
"13-MORD-8.9_19881214_1_1",13,3.38,8,6.36,1.75,10,NA,NA,7.03,64,7.42,4.52,7.98,NA,NA,NA,NA,"13-MORD-8.9","12/14/1988",1,"Kick:Standard"
"13-MORD-8.9_19970826_1_1",27,7.78,9,6.82,4.26,7.74,NA,NA,7.13,66,7.69,5.76,5.6,NA,NA,NA,NA,"13-MORD-8.9","8/26/1997",1,"Kick:Standard"
"13-MORD-8.9_19990805_1_1",29,8.33,7,5.91,4.52,7.48,NA,NA,7.03,53,5.65,4.73,7.77,NA,NA,NA,NA,"13-MORD-8.9","8/5/1999",1,"Kick:Standard"
"13-MORD_N-1.3_19990805_1_1",31,8.89,9,6.82,4.28,7.72,NA,NA,7.17,53,5.65,5.3,6.75,NA,NA,NA,NA,"13-MORD_N-1.3","8/5/1999",1,"Kick:Standard"
"13-MORD_N-1.3_20020918_1_1",24,6.76,12,8.5,4.54,7.45,NA,NA,7.09,52,5.48,5.1,7.25,NA,NA,NA,NA,"13-MORD_N-1.3","9/18/2002",1,"Kick:Standard"
"13-MUDK-1.1_20070911_1_1",14,3.68,4,4.17,3.97,8.03,NA,NA,6.35,72,8.27,4.91,7.59,NA,NA,NA,NA,"13-MUDK-1.1","9/11/2007",1,"Kick:Standard"
"13-MUIT-0.5_19980930_1_1",19,5.29,7,5.91,6.14,5.45,NA,NA,5.04,49,4.92,6.55,3.63,NA,NA,NA,NA,"13-MUIT-0.5","9/30/1998",1,"Kick:Standard"
"13-MUIT-0.5_20070911_1_1",22,6.18,7,5.91,5.48,6.27,NA,NA,5.48,54,5.81,6.71,3.23,NA,NA,NA,NA,"13-MUIT-0.5","9/11/2007",1,"Kick:Standard"
"13-MUIT-0.5_20080716_1_1",18,4.85,3,3.61,5.83,5.84,NA,NA,3.82,45,4.27,7.78,0.55,NA,NA,NA,NA,"13-MUIT-0.5","7/16/2008",1,"Kick:Standard"
"13-MURS-3.5_20120911_1_1",14,3.68,3,3.61,5.5,6.25,NA,NA,4.36,54,5.81,7.02,2.45,NA,NA,NA,NA,"13-MURS-3.5","9/11/2012",1,"Kick:Standard"
"13-MUSC-3.8_20000712_1_1",16,4.26,3,3.61,5.64,6.08,NA,NA,3.93,40,3.47,7.1,2.25,NA,NA,NA,NA,"13-MUSC-3.8","7/12/2000",1,"Kick:Standard"
"13-MUSC-3.8_20120912_1_1",20,5.59,5,4.72,5.7,6,NA,NA,4.44,44,4.11,7.29,1.77,NA,NA,NA,NA,"13-MUSC-3.8","9/12/2012",1,"Kick:Standard"
"13-MUSC-8.4_19980624_1_1",22,6.18,10,7.27,3.88,8.12,NA,NA,6.57,62,7.1,6.33,4.17,NA,NA,NA,NA,"13-MUSC-8.4","6/24/1998",1,"Kick:Standard"
"13-MUSC-8.4_19990803_1_1",22,6.18,11,8,3.36,8.64,NA,NA,7.64,69,7.98,5.04,7.4,NA,NA,NA,NA,"13-MUSC-8.4","8/3/1999",1,"Kick:Standard"
"13-MUSC-8.4_20000712_1_1",24,6.76,10,7.27,3.91,8.09,NA,NA,6.62,55,5.97,6,5,NA,NA,NA,NA,"13-MUSC-8.4","7/12/2000",1,"Kick:Standard"
"13-MUSC-8.4_20050707_1_1",19,5.29,8,6.36,3.67,8.33,NA,NA,6.4,74,8.46,6.57,3.57,NA,NA,NA,NA,"13-MUSC-8.4","7/7/2005",1,"Kick:Standard"
"13-MUSC-8.4_20080820_1_1",17,4.56,9,6.82,4.29,7.71,NA,NA,6.18,61,6.94,6.06,4.85,NA,NA,NA,NA,"13-MUSC-8.4","8/20/2008",1,"Kick:Standard"
"13-MUSC_T4-1.6_20120912_1_1",33,9.44,7,5.91,5.63,6.09,NA,NA,6.03,52,5.48,6.71,3.23,NA,NA,NA,NA,"13-MUSC_T4-1.6","9/12/2012",1,"Kick:Standard"
"13-NEWF-0.2_20070912_1_1",17,4.56,3,3.61,6.62,4.85,NA,NA,4.43,46,4.44,6.13,4.68,NA,NA,NA,NA,"13-NEWF-0.2","9/12/2007",1,"Kick:Standard"
"13-NORC-0.1_20020919_1_1",21,5.88,9,6.82,2.81,9.19,NA,NA,7.1,62,7.1,5.4,6.5,NA,NA,NA,NA,"13-NORC-0.1","9/19/2002",1,"Kick:Standard"
"13-NORM-1.4_20120912_6_1",11,2.14,1,1.5,5.8,7,NA,NA,4.25,NA,NA,NA,NA,8,6.36,NA,NA,"13-NORM-1.4","9/12/2012",6,"Kick:Sandy_Stream"
"13-NORM-15.8_19930809_1_1",27,7.78,10,7.27,4.89,7.01,NA,NA,6.54,72,8.27,7.05,2.38,NA,NA,NA,NA,"13-NORM-15.8","8/9/1993",1,"Kick:Standard"
"13-NORM-15.8_19930809_1_2",30,8.61,8,6.36,5.07,6.79,NA,NA,6.56,66,7.69,6.65,3.37,NA,NA,NA,NA,"13-NORM-15.8","8/9/1993",1,"Kick:Standard"
"13-NORM-16.9_19930809_1_1",21,5.88,4,4.17,5.9,5.75,NA,NA,4.49,54,5.81,7.66,0.85,NA,NA,NA,NA,"13-NORM-16.9","8/9/1993",1,"Kick:Standard"
"13-NORM-16.9_20120912_1_1",15,3.97,4,4.17,5.15,6.69,NA,NA,4.64,50,5.16,6.71,3.23,NA,NA,NA,NA,"13-NORM-16.9","9/12/2012",1,"Kick:Standard"
"13-NORM-21.4_20170711_1_1",14,3.68,3,3.61,5.9,5.75,NA,NA,4.01,40,3.47,6.59,3.53,NA,NA,NA,NA,"13-NORM-21.4","7/11/2017",1,"Kick:Standard"
"13-NORM-25.7_20170711_1_1",22,6.18,11,8,4.38,7.62,NA,NA,6.96,74,8.46,6.18,4.55,NA,NA,NA,NA,"13-NORM-25.7","7/11/2017",1,"Kick:Standard"
"13-NORM-3.7_19911011_1_1",25,7.06,9,6.82,5.39,6.39,NA,NA,5.4,36,2.82,6.44,3.9,NA,NA,NA,NA,"13-NORM-3.7","10/11/1991",1,"Kick:Standard"
"13-NORM-3.7_19920724_1_1",22,6.18,10,7.27,5.29,6.51,NA,NA,5.95,55,5.97,6.48,3.8,NA,NA,NA,NA,"13-NORM-3.7","7/24/1992",1,"Kick:Standard"
"13-NORM-3.7_19930809_1_1",29,8.33,10,7.27,6.02,5.6,NA,NA,5.9,56,6.13,7.14,2.15,NA,NA,NA,NA,"13-NORM-3.7","8/9/1993",1,"Kick:Standard"
"13-NORM-3.7_19970917_1_1",16,4.26,6,5.45,6.23,5.34,NA,NA,3.83,41,3.63,7.82,0.45,NA,NA,NA,NA,"13-NORM-3.7","9/17/1997",1,"Kick:Standard"
"13-NORM-3.7_19971009_1_1",25,7.06,7,5.91,5.61,6.11,NA,NA,5.16,46,4.44,7.09,2.28,NA,NA,NA,NA,"13-NORM-3.7","10/9/1997",1,"Kick:Standard"
"13-NORM-3.7_19981001_1_1",24,6.76,6,5.45,5.84,5.83,NA,NA,4.93,47,4.6,7.2,2,NA,NA,NA,NA,"13-NORM-3.7","10/1/1998",1,"Kick:Standard"
"13-NORM-3.7_19990831_1_1",12,3.09,4,4.17,5.62,6.1,NA,NA,3.14,29,1.55,7.68,0.8,NA,NA,NA,NA,"13-NORM-3.7","8/31/1999",1,"Kick:Standard"
"13-NORM-3.7_20020917_1_1",14,3.68,7,5.91,5.32,6.47,NA,NA,5.58,67,7.79,6.39,4.03,NA,NA,NA,NA,"13-NORM-3.7","9/17/2002",1,"Kick:Standard"
"13-NORM-3.7_20070917_1_1",19,5.29,7,5.91,5.45,6.31,NA,NA,4.77,46,4.44,7.23,1.92,NA,NA,NA,NA,"13-NORM-3.7","9/17/2007",1,"Kick:Standard"
"13-NORM-3.7_20080717_1_1",18,4.85,5,4.72,5.46,6.3,NA,NA,4.31,49,4.92,7.69,0.77,NA,NA,NA,NA,"13-NORM-3.7","7/17/2008",1,"Kick:Standard"
"13-NORM-3.7_20120912_1_1",14,3.68,3,3.61,5.52,6.23,NA,NA,3.37,39,3.31,8.06,0,NA,NA,NA,NA,"13-NORM-3.7","9/12/2012",1,"Kick:Standard"
"13-NORM-3.7_20130715_1_1",13,3.38,4,4.17,5.38,6.4,NA,NA,4.93,65,7.6,6.76,3.1,NA,NA,NA,NA,"13-NORM-3.7","7/15/2013",1,"Kick:Standard"
"13-NORM-3.7_20170711_1_1",21,5.88,4,4.17,5.5,6.25,NA,NA,5.52,67,7.79,6.6,3.5,NA,NA,NA,NA,"13-NORM-3.7","7/11/2017",1,"Kick:Standard"
"13-NORM-33.6_20090708_1_1",25,7.06,13,9,4.34,7.66,NA,NA,7.46,69,7.98,5.76,5.6,NA,NA,NA,NA,"13-NORM-33.6","7/8/2009",1,"Kick:Standard"
"13-NORM-33.6_20090708_1_2",25,7.06,12,8.5,4.7,7.25,NA,NA,7.14,80,9.04,6.45,3.87,NA,NA,NA,NA,"13-NORM-33.6","7/8/2009",1,"Kick:Standard"
"13-NORM-33.6_20090708_1_3",27,7.78,15,10,4.69,7.26,NA,NA,7.54,67,7.79,6.06,4.85,NA,NA,NA,NA,"13-NORM-33.6","7/8/2009",1,"Kick:Standard"
"13-NORM-33.8_20090708_1_1",21,5.88,12,8.5,4.7,7.25,NA,NA,6.83,67,7.79,6.1,4.75,NA,NA,NA,NA,"13-NORM-33.8","7/8/2009",1,"Kick:Standard"
"13-NORM-33.8_20090708_1_2",23,6.47,14,9.5,5.04,6.83,NA,NA,6.83,74,8.46,6.84,2.9,NA,NA,NA,NA,"13-NORM-33.8","7/8/2009",1,"Kick:Standard"
"13-NORM-33.8_20090708_1_3",24,6.76,16,10,4.74,7.2,NA,NA,7.04,71,8.17,6.78,3.05,NA,NA,NA,NA,"13-NORM-33.8","7/8/2009",1,"Kick:Standard"
"13-NORM-6.0_19930809_1_1",22,6.18,6,5.45,5.75,5.94,NA,NA,5.43,58,6.45,6.75,3.12,NA,NA,NA,NA,"13-NORM-6.0","8/9/1993",1,"Kick:Standard"
"13-NORM-7.5_20120912_6_1",19,6.36,0,0,7.18,4.7,NA,NA,4.36,NA,NA,NA,NA,8,6.36,NA,NA,"13-NORM-7.5","9/12/2012",6,"Kick:Sandy_Stream"
"13-NOST-0.3_20070911_1_1",27,7.78,6,5.45,5.45,6.31,NA,NA,5.34,52,5.48,7.32,1.7,NA,NA,NA,NA,"13-NOST-0.3","9/11/2007",1,"Kick:Standard"
"13-NRTH-0.1_19900822_1_1",18,4.85,10,7.27,3.53,8.47,NA,NA,6.34,50,5.16,5.61,5.97,NA,NA,NA,NA,"13-NRTH-0.1","8/22/1990",1,"Kick:Standard"
"13-NRTH-0.2_19900822_1_1",18,4.85,8,6.36,3.41,8.59,NA,NA,6.24,69,7.98,6.63,3.43,NA,NA,NA,NA,"13-NRTH-0.2","8/22/1990",1,"Kick:Standard"
"13-NRTH-0.3_19900822_1_1",17,4.56,8,6.36,4.49,7.51,NA,NA,5.85,67,7.79,6.79,3.02,NA,NA,NA,NA,"13-NRTH-0.3","8/22/1990",1,"Kick:Standard"
"13-NRTH-0.4_19900822_1_1",23,6.47,11,8,3.73,8.27,NA,NA,7.19,86,9.62,6.57,3.57,NA,NA,NA,NA,"13-NRTH-0.4","8/22/1990",1,"Kick:Standard"
"13-ONES-0.6_19841005_1_1",21,5.88,10,7.27,3.7,8.3,NA,NA,7.01,66,7.69,5.63,5.93,NA,NA,NA,NA,"13-ONES-0.6","10/5/1984",1,"Kick:Standard"
"13-ONES-0.6_19870611_1_1",18,4.85,10,7.27,3.87,8.13,NA,NA,7.65,76,8.65,3.17,9.33,NA,NA,NA,NA,"13-ONES-0.6","6/11/1987",1,"Kick:Standard"
"13-ONES-0.6_19980806_1_1",22,6.18,8,6.36,4.18,7.82,NA,NA,7.8,82,9.23,3.09,9.41,NA,NA,NA,NA,"13-ONES-0.6","8/6/1998",1,"Kick:Standard"
