SITE_ID,sys_sample_code,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,SH_LATITUDE,SH_LONGITUDE,SH_PWL_ID,SH_WQ_STANDARD,INFO_TYPE,qaqc_date,X,sample_delivery_group,Project_name
13-LGUN-6.0,13-LGUN-6.0-10032018-W,Magnesium,10/3/2018,7439-95-4,total,2760,ug/l,29,ug/l,1000,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,Magnesium,10/3/2018,7439-95-4,total,4680,ug/l,29,ug/l,1000,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,Magnesium,10/3/2018,7439-95-4,total,9230,ug/l,29,ug/l,1000,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,Magnesium,10/3/2018,7439-95-4,total,9270,ug/l,29,ug/l,1000,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,Magnesium,10/3/2018,7439-95-4,total,3000,ug/l,29,ug/l,1000,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,Magnesium,10/3/2018,7439-95-4,total,2010,ug/l,29,ug/l,1000,,A,,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,Magnesium,10/3/2018,7439-95-4,total,5720,ug/l,29,ug/l,1000,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,Magnesium,10/3/2018,7439-95-4,total,7360,ug/l,29,ug/l,1000,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,Magnesium,10/3/2018,7439-95-4,total,8640,ug/l,29,ug/l,1000,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,Magnesium,10/3/2018,7439-95-4,total,5250,ug/l,29,ug/l,1000,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,Magnesium,10/3/2018,7439-95-4,total,7970,ug/l,29,ug/l,1000,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,Magnesium,10/3/2018,7439-95-4,total,4330,ug/l,29,ug/l,1000,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,Nickel,10/3/2018,7440-02-0,total,1,ug/l,0.26,ug/l,1,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,Nickel,10/3/2018,7440-02-0,total,0.98,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,Nickel,10/3/2018,7440-02-0,total,0.94,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,Nickel,10/3/2018,7440-02-0,total,0.54,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,Nickel,10/3/2018,7440-02-0,total,0.96,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,Nickel,10/3/2018,7440-02-0,total,1.4,ug/l,0.26,ug/l,1,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,Nickel,10/3/2018,7440-02-0,total,1.9,ug/l,0.26,ug/l,1,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,Nickel,10/3/2018,7440-02-0,total,1.7,ug/l,0.26,ug/l,1,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,Nickel,10/3/2018,7440-02-0,total,0.37,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,Nickel,10/3/2018,7440-02-0,total,1.3,ug/l,0.26,ug/l,1,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,Nickel,10/3/2018,7440-02-0,total,2.5,ug/l,0.26,ug/l,1,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,Nickel,10/3/2018,7440-02-0,total,3.3,ug/l,0.26,ug/l,1,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,Nickel,10/3/2018,7440-02-0,total,1.9,ug/l,0.26,ug/l,1,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,Nickel,10/3/2018,7440-02-0,total,2.3,ug/l,0.26,ug/l,1,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,Nickel,10/3/2018,7440-02-0,total,1.1,ug/l,0.26,ug/l,1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.14,mg/l,7.00E-04,mg/l,0.002,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.08,mg/l,7.00E-04,mg/l,0.002,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.21,mg/l,7.00E-04,mg/l,0.002,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.04,mg/l,7.00E-04,mg/l,0.002,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.62,mg/l,7.00E-04,mg/l,0.002,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.61,mg/l,7.00E-04,mg/l,0.002,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,2.25,mg/l,0.004,mg/l,0.01,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.21,mg/l,7.00E-04,mg/l,0.002,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.01,mg/l,7.00E-04,mg/l,0.002,,A,,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.89,mg/l,7.00E-04,mg/l,0.002,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.65,mg/l,7.00E-04,mg/l,0.002,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,1.22,mg/l,7.00E-04,mg/l,0.002,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.44,mg/l,7.00E-04,mg/l,0.002,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.66,mg/l,7.00E-04,mg/l,0.002,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,total,0.07,mg/l,7.00E-04,mg/l,0.002,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,Nitrogen,10/3/2018,KN,total,0.7,mg/l,NA,mg/l,0.1,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,Nitrogen,10/3/2018,KN,total,0.63,mg/l,NA,mg/l,0.1,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,Nitrogen,10/3/2018,KN,total,0.74,mg/l,NA,mg/l,0.1,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,Nitrogen,10/3/2018,KN,total,0.52,mg/l,NA,mg/l,0.1,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,Nitrogen,10/3/2018,KN,total,1.16,mg/l,NA,mg/l,0.1,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,Nitrogen,10/3/2018,KN,total,1.41,mg/l,NA,mg/l,0.1,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,Nitrogen,10/3/2018,KN,total,3.59,mg/l,NA,mg/l,0.1,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,Nitrogen,10/3/2018,KN,total,0.99,mg/l,NA,mg/l,0.1,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,Nitrogen,10/3/2018,KN,total,0.61,mg/l,NA,mg/l,0.1,,A,,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,Nitrogen,10/3/2018,KN,total,1.59,mg/l,NA,mg/l,0.1,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,Nitrogen,10/3/2018,KN,total,1.47,mg/l,NA,mg/l,0.1,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,Nitrogen,10/3/2018,KN,total,2.77,mg/l,NA,mg/l,0.1,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,Nitrogen,10/3/2018,KN,total,1.12,mg/l,NA,mg/l,0.1,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,Nitrogen,10/3/2018,KN,total,1.42,mg/l,NA,mg/l,0.1,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,Nitrogen,10/3/2018,KN,total,0.45,mg/l,NA,mg/l,0.1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.05,mg/l,8.00E-04,mg/l,0.005,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,NA,mg/l,8.00E-04,mg/l,0.005,U,U,Analyte was analyzed for but not detected,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.05,mg/l,8.00E-04,mg/l,0.005,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.56,mg/l,0.08,mg/l,0.1,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.55,mg/l,0.08,mg/l,0.1,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.53,mg/l,0.08,mg/l,0.1,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.48,mg/l,0.08,mg/l,0.1,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.54,mg/l,0.08,mg/l,0.1,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.8,mg/l,0.08,mg/l,0.1,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,1.35,mg/l,0.08,mg/l,0.1,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.78,mg/l,0.08,mg/l,0.1,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.6,mg/l,0.08,mg/l,0.1,,A,,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.7,mg/l,0.08,mg/l,0.1,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.82,mg/l,0.08,mg/l,0.1,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,1.55,mg/l,0.08,mg/l,0.1,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.68,mg/l,0.08,mg/l,0.1,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.76,mg/l,0.08,mg/l,0.1,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,total,0.39,mg/l,0.08,mg/l,0.1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.14,mg/l,NA,mg/l,0.01,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.08,mg/l,NA,mg/l,0.01,,R,Result should be less than the total,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.21,mg/l,NA,mg/l,0.01,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.04,mg/l,NA,mg/l,0.01,,R,Result should be less than the total,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.62,mg/l,NA,mg/l,0.01,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.6,mg/l,NA,mg/l,0.01,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,2.23,mg/l,NA,mg/l,0.01,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.21,mg/l,NA,mg/l,0.01,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-SWAK-1.7,13-SWAK-1.7-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,NA,mg/l,NA,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.832418,-74.03169,1306-0039,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-0.8,13-WALK-0.8-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.89,mg/l,NA,mg/l,0.01,,A,,41.847901,-74.037178,1306-0037,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-2.1,13-WALK-2.1-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.65,mg/l,NA,mg/l,0.01,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,1.2,mg/l,NA,mg/l,0.01,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.44,mg/l,NA,mg/l,0.01,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-9.8,13-WALK-9.8-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.66,mg/l,NA,mg/l,0.01,,A,,41.765737,-74.092973,1306-0027,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WKLEI-0.6,13-WKLEI-0.6-10032018-W,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,total,0.07,mg/l,NA,mg/l,0.01,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-37.7,13-GUNK-37.7-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK_T35-0.2-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-POCH-1.8,13-POCH-1.8-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,0.01,mg/l,0.007,mg/l,0.01,,A,,41.300423,-74.47224,1306-0078,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-10032018-W,"NITROGEN, NITRITE",10/3/2018,14797-65-0,total,0.02,mg/l,0.007,mg/l,0.01,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
